Payment Attempted On,Payment Successful On,Payment ID,Transaction ID,Issuer/Scheme,National/International,TSP Charges,Convenience Fee,CGST,SGST,IGST
'2020-05-19 15:09:02.0,'2020-05-19 15:11:07.0,322337746,394060,HDFB,,0.0,119.03,0.0,0.0,0.0
'2020-05-19 15:07:37.0,'2020-05-19 15:08:26.0,322337442,394058,UPI,,0.0,0.0,0.0,0.0,0.0
'2020-05-19 15:06:52.0,'2020-05-19 15:13:13.0,322337279,394057,PAYTM,,0.0,137.15,0.0,0.0,0.0
'2020-05-19 15:02:42.0,'2020-05-19 15:05:52.0,322336281,394055,UPI,,0.0,0.0,0.0,0.0,0.0
'2020-05-19 15:00:36.0,'2020-05-19 15:03:03.0,322335854,394054,CC,National,0.0,115.59,0.0,0.0,0.0
'2020-05-19 14:43:53.0,'2020-05-19 14:46:02.0,322332073,394040,CC,National,0.0,108.94,0.0,0.0,0.0
'2020-05-19 14:43:12.0,'2020-05-19 14:44:43.0,322331922,394039,CC,National,0.0,140.82,0.0,0.0,0.0
'2020-05-19 14:40:09.0,'2020-05-19 14:41:55.0,322331282,394037,CC,National,0.0,149.53,0.0,0.0,0.0
'2020-05-19 14:39:49.0,'2020-05-19 14:40:47.0,322331175,394038,ICIB,,0.0,148.38,0.0,0.0,0.0
'2020-05-19 14:15:53.0,'2020-05-19 14:17:02.0,322325753,394033,CC,National,0.0,101.6,0.0,0.0,0.0
'2020-05-19 14:12:26.0,'2020-05-19 14:13:36.0,322324913,394030,CC,National,0.0,142.42,0.0,0.0,0.0
'2020-05-19 14:05:00.0,'2020-05-19 14:06:41.0,322323181,394028,RUPAY,National,0.0,0.0,0.0,0.0,0.0
'2020-05-19 13:47:02.0,'2020-05-19 13:49:53.0,322318998,394026,CC,National,0.0,64.9,0.0,0.0,0.0
'2020-05-19 13:45:59.0,'2020-05-19 13:47:14.0,322318762,394025,CC,National,0.0,64.9,0.0,0.0,0.0
'2020-05-19 13:35:59.0,'2020-05-19 13:37:35.0,322316390,394018,HDFB,,0.0,146.55,0.0,0.0,0.0
'2020-05-19 13:30:59.0,'2020-05-19 13:31:44.0,322315216,394013,CC,National,0.0,98.85,0.0,0.0,0.0
'2020-05-19 13:29:34.0,'2020-05-19 13:32:02.0,322314803,394012,CC,National,0.0,102.06,0.0,0.0,0.0
'2020-05-19 13:26:03.0,'2020-05-19 13:27:23.0,322314003,394011,CC,National,0.0,113.75,0.0,0.0,0.0
'2020-05-19 13:23:41.0,'2020-05-19 13:24:30.0,322313424,394010,CC,National,0.0,119.03,0.0,0.0,0.0
'2020-05-19 13:22:00.0,'2020-05-19 13:23:18.0,322313000,394009,ICIB,,0.0,127.51,0.0,0.0,0.0
'2020-05-19 13:21:16.0,'2020-05-19 13:23:32.0,322312821,394006,RUPAY,National,0.0,0.0,0.0,0.0,0.0
'2020-05-19 13:21:15.0,'2020-05-19 13:24:48.0,322312811,394008,VISA,National,0.0,64.36,0.0,0.0,0.0
'2020-05-19 13:20:45.0,'2020-05-19 13:21:44.0,322312658,394007,HDFB,,0.0,129.58,0.0,0.0,0.0
'2020-05-19 13:18:56.0,'2020-05-19 13:21:13.0,322312159,394004,CC,National,0.0,152.28,0.0,0.0,0.0
'2020-05-19 13:16:09.0,'2020-05-19 13:19:01.0,322311507,394003,VISA,National,0.0,71.41,0.0,0.0,0.0
'2020-05-19 13:10:12.0,'2020-05-19 13:11:30.0,322309976,393999,CC,National,0.0,127.51,0.0,0.0,0.0
'2020-05-19 12:59:11.0,'2020-05-19 13:01:18.0,322306981,393994,CC,National,0.0,148.38,0.0,0.0,0.0
'2020-05-19 12:56:35.0,'2020-05-19 12:58:20.0,322306265,393992,CC,National,0.0,143.34,0.0,0.0,0.0
'2020-05-19 12:55:00.0,'2020-05-19 12:57:38.0,322305828,393990,ICIB,,0.0,146.55,0.0,0.0,0.0
'2020-05-19 12:53:51.0,'2020-05-19 12:55:30.0,322305507,393986,CC,National,0.0,181.18,0.0,0.0,0.0
'2020-05-19 12:45:02.0,'2020-05-19 12:46:52.0,322302970,393983,CC,National,0.0,101.6,0.0,0.0,0.0
'2020-05-19 12:44:13.0,'2020-05-19 12:45:42.0,322302730,393982,VISA,National,0.0,56.72,0.0,0.0,0.0
'2020-05-19 12:36:36.0,'2020-05-19 12:37:39.0,322300450,393979,HDFB,,0.0,101.6,0.0,0.0,0.0
'2020-05-19 12:34:49.0,'2020-05-19 12:36:16.0,322299858,393977,UPI,,0.0,0.0,0.0,0.0,0.0
'2020-05-19 12:28:17.0,'2020-05-19 12:29:47.0,322297887,393973,RUPAY,National,0.0,0.0,0.0,0.0,0.0
'2020-05-19 12:27:42.0,'2020-05-19 12:29:58.0,322297704,393971,CC,National,0.0,137.15,0.0,0.0,0.0
'2020-05-19 12:20:41.0,'2020-05-19 12:22:24.0,322295460,393969,CC,National,0.0,102.06,0.0,0.0,0.0
'2020-05-19 12:20:15.0,'2020-05-19 12:21:27.0,322295354,393967,CC,National,0.0,117.42,0.0,0.0,0.0
'2020-05-19 12:19:28.0,'2020-05-19 12:21:10.0,322295067,393965,MAST,National,0.0,61.14,0.0,0.0,0.0
'2020-05-19 12:19:17.0,'2020-05-19 12:20:30.0,322295026,393966,CC,National,0.0,123.62,0.0,0.0,0.0
'2020-05-19 12:18:49.0,'2020-05-19 12:22:43.0,322294879,393963,CC,National,0.0,101.6,0.0,0.0,0.0
'2020-05-19 12:16:11.0,'2020-05-19 12:18:37.0,322294013,393960,MAST,National,0.0,52.9,0.0,0.0,0.0
'2020-05-19 12:16:06.0,'2020-05-19 12:17:14.0,322293988,393961,CC,National,0.0,149.53,0.0,0.0,0.0
'2020-05-19 12:14:59.0,'2020-05-19 12:16:51.0,322293600,393958,CC,National,0.0,108.71,0.0,0.0,0.0
'2020-05-19 12:08:09.0,'2020-05-19 12:11:57.0,322291325,393956,VISA,National,0.0,73.91,0.0,0.0,0.0
'2020-05-19 12:07:18.0,'2020-05-19 12:08:19.0,322291022,393955,MAST,National,0.0,66.39,0.0,0.0,0.0
'2020-05-19 12:07:08.0,'2020-05-19 12:08:55.0,322290965,393954,ICIB,,0.0,64.9,0.0,0.0,0.0
'2020-05-19 12:05:48.0,'2020-05-19 12:07:34.0,322290425,393953,ICIB,,0.0,101.14,0.0,0.0,0.0
'2020-05-19 12:00:51.0,'2020-05-19 12:04:08.0,322287618,393949,VISA,National,0.0,53.26,0.0,0.0,0.0
'2020-05-19 11:59:12.0,'2020-05-19 12:00:15.0,322287072,393946,CC,National,0.0,138.06,0.0,0.0,0.0
'2020-05-19 11:56:15.0,'2020-05-19 12:07:16.0,322286240,393948,MAST,National,0.0,64.36,0.0,0.0,0.0
'2020-05-19 11:55:32.0,'2020-05-19 11:57:25.0,322286035,393947,CC,National,0.0,117.19,0.0,0.0,0.0
'2020-05-19 11:54:11.0,'2020-05-19 11:55:43.0,322285576,393944,CC,National,0.0,111.69,0.0,0.0,0.0
'2020-05-19 11:54:05.0,'2020-05-19 11:54:57.0,322285545,393945,CC,National,0.0,135.31,0.0,0.0,0.0
'2020-05-19 11:52:06.0,'2020-05-19 11:53:49.0,322284962,393943,CC,National,0.0,156.87,0.0,0.0,0.0
'2020-05-19 11:51:43.0,'2020-05-19 11:53:34.0,322284847,393942,ICIB,,0.0,143.34,0.0,0.0,0.0
'2020-05-19 11:48:58.0,'2020-05-19 11:50:12.0,322284001,393941,CC,National,0.0,172.49,0.0,0.0,0.0
'2020-05-19 11:46:50.0,'2020-05-19 11:49:37.0,322283345,393936,CC,National,0.0,117.19,0.0,0.0,0.0
'2020-05-19 11:46:19.0,'2020-05-19 11:48:31.0,322283206,393938,CC,National,0.0,148.38,0.0,0.0,0.0
'2020-05-19 11:45:49.0,'2020-05-19 11:47:21.0,322283055,393937,CC,National,0.0,148.38,0.0,0.0,0.0
'2020-05-19 11:40:43.0,'2020-05-19 11:41:56.0,322281546,393935,VISA,National,0.0,62.45,0.0,0.0,0.0
'2020-05-19 11:40:08.0,'2020-05-19 11:41:08.0,322281348,393934,HDFB,,0.0,157.79,0.0,0.0,0.0
'2020-05-19 11:39:10.0,'2020-05-19 11:40:07.0,322281011,393933,ICIB,,0.0,102.06,0.0,0.0,0.0
'2020-05-19 11:38:07.0,'2020-05-19 11:39:08.0,322280668,393931,AXIB,,0.0,121.32,0.0,0.0,0.0
'2020-05-19 11:36:03.0,'2020-05-19 11:37:39.0,322280036,393929,MAST,National,0.0,83.94,0.0,0.0,0.0
'2020-05-19 11:31:39.0,'2020-05-19 11:32:34.0,322278664,393927,CC,National,0.0,143.11,0.0,0.0,0.0
'2020-05-19 11:31:31.0,'2020-05-19 11:33:30.0,322278613,393928,CC,National,0.0,111.69,0.0,0.0,0.0
'2020-05-19 11:28:07.0,'2020-05-19 11:29:16.0,322277373,393924,CC,National,0.0,152.51,0.0,0.0,0.0
'2020-05-19 11:26:59.0,'2020-05-19 11:29:20.0,322276987,393922,CC,National,0.0,115.13,0.0,0.0,0.0
'2020-05-19 11:26:19.0,'2020-05-19 11:29:13.0,322276747,393921,VISA,National,0.0,56.84,0.0,0.0,0.0
'2020-05-19 11:23:19.0,'2020-05-19 11:24:08.0,322275807,393920,AXIB,,0.0,127.51,0.0,0.0,0.0
'2020-05-19 11:23:14.0,'2020-05-19 11:26:52.0,322275782,393919,MAST,National,0.0,71.17,0.0,0.0,0.0
'2020-05-19 11:19:12.0,'2020-05-19 11:20:58.0,322274520,393917,CC,National,0.0,101.14,0.0,0.0,0.0
'2020-05-19 11:18:53.0,'2020-05-19 11:20:14.0,322274416,393916,CC,National,0.0,88.53,0.0,0.0,0.0
'2020-05-19 11:14:48.0,'2020-05-19 11:16:29.0,322273116,393914,MAST,National,0.0,60.9,0.0,0.0,0.0
'2020-05-19 11:14:00.0,'2020-05-19 11:15:52.0,322272879,393912,MAST,National,0.0,52.9,0.0,0.0,0.0
'2020-05-19 11:13:44.0,'2020-05-19 11:14:32.0,322272819,393913,CC,National,0.0,181.18,0.0,0.0,0.0
'2020-05-19 11:13:34.0,'2020-05-19 11:14:23.0,322272775,393911,HDFB,,0.0,119.03,0.0,0.0,0.0
'2020-05-19 11:11:37.0,'2020-05-19 11:14:16.0,322272228,393910,CC,National,0.0,129.58,0.0,0.0,0.0
'2020-05-19 11:10:09.0,'2020-05-19 11:11:15.0,322271822,393909,CC,National,0.0,109.17,0.0,0.0,0.0
'2020-05-19 11:09:51.0,'2020-05-19 11:13:08.0,322271682,393908,CC,National,0.0,161.23,0.0,0.0,0.0
'2020-05-19 11:05:59.0,'2020-05-19 11:07:41.0,322270474,393905,CC,National,0.0,160.31,0.0,0.0,0.0
'2020-05-19 11:00:38.0,'2020-05-19 11:01:49.0,322268852,393902,MAST,National,0.0,66.03,0.0,0.0,0.0
'2020-05-19 11:00:12.0,'2020-05-19 11:03:04.0,322268713,393898,MAST,National,0.0,76.3,0.0,0.0,0.0
'2020-05-19 10:58:10.0,'2020-05-19 11:02:41.0,322268008,393896,VISA,National,0.0,74.15,0.0,0.0,0.0
'2020-05-19 10:49:12.0,'2020-05-19 10:51:15.0,322265324,393894,CC,National,0.0,94.03,0.0,0.0,0.0
'2020-05-19 10:45:34.0,'2020-05-19 10:46:20.0,322264271,393891,UPI,,0.0,0.0,0.0,0.0,0.0
'2020-05-19 10:44:33.0,'2020-05-19 10:49:51.0,322263902,393890,CC,National,0.0,117.19,0.0,0.0,0.0
'2020-05-19 10:44:00.0,'2020-05-19 10:45:02.0,322263763,393889,CC,National,0.0,127.51,0.0,0.0,0.0
'2020-05-19 10:43:25.0,'2020-05-19 10:44:11.0,322263582,393887,HDFB,,0.0,98.85,0.0,0.0,0.0
'2020-05-19 10:43:00.0,'2020-05-19 10:45:09.0,322263478,393883,SBIB,,0.0,117.42,0.0,0.0,0.0
'2020-05-19 10:40:46.0,'2020-05-19 10:44:21.0,322262867,393882,CC,National,0.0,143.34,0.0,0.0,0.0
'2020-05-19 10:40:41.0,'2020-05-19 10:41:45.0,322262840,393881,CC,National,0.0,150.45,0.0,0.0,0.0
'2020-05-19 10:38:38.0,'2020-05-19 10:39:37.0,322262221,393879,CC,National,0.0,146.32,0.0,0.0,0.0
'2020-05-19 10:38:11.0,'2020-05-19 10:40:30.0,322262091,393878,UPI,,0.0,0.0,0.0,0.0,0.0
'2020-05-19 10:37:42.0,'2020-05-19 10:41:43.0,322261958,393876,MAST,National,0.0,52.9,0.0,0.0,0.0
'2020-05-19 10:36:26.0,'2020-05-19 10:39:07.0,322261647,393872,CC,National,0.0,98.85,0.0,0.0,0.0
'2020-05-19 10:35:35.0,'2020-05-19 10:36:50.0,322261400,393871,UPI,,0.0,0.0,0.0,0.0,0.0
'2020-05-19 10:26:51.0,'2020-05-19 10:28:25.0,322258902,393864,UPI,,0.0,0.0,0.0,0.0,0.0
'2020-05-19 10:24:33.0,'2020-05-19 10:29:53.0,322258224,393863,VISA,National,0.0,56.6,0.0,0.0,0.0
'2020-05-19 10:18:09.0,'2020-05-19 10:19:18.0,322256454,393861,ICIB,,0.0,127.51,0.0,0.0,0.0
'2020-05-19 10:16:38.0,'2020-05-19 10:17:40.0,322256021,393860,HDFB,,0.0,101.14,0.0,0.0,0.0
'2020-05-19 10:15:05.0,'2020-05-19 10:16:13.0,322255572,393859,VISA,National,0.0,84.54,0.0,0.0,0.0
'2020-05-19 10:15:04.0,'2020-05-19 10:16:20.0,322255567,393858,VISA,National,0.0,56.12,0.0,0.0,0.0
'2020-05-19 10:12:10.0,'2020-05-19 10:13:30.0,322254759,393857,VISA,National,0.0,60.18,0.0,0.0,0.0
'2020-05-19 10:09:17.0,'2020-05-19 10:10:19.0,322253982,393808,ICIB,,0.0,122.24,0.0,0.0,0.0
'2020-05-19 10:09:08.0,'2020-05-19 10:10:32.0,322253956,393855,CC,National,0.0,156.87,0.0,0.0,0.0
'2020-05-19 10:07:42.0,'2020-05-19 10:08:39.0,322253609,393854,CC,National,0.0,126.83,0.0,0.0,0.0
'2020-05-19 10:05:21.0,'2020-05-19 10:06:07.0,322253039,393852,HDFB,,0.0,101.37,0.0,0.0,0.0
'2020-05-19 10:03:43.0,'2020-05-19 10:05:06.0,322252559,393851,CC,National,0.0,116.05,0.0,0.0,0.0
'2020-05-19 10:02:18.0,'2020-05-19 10:03:32.0,322252208,393850,PAYTM,,0.0,142.42,0.0,0.0,0.0
'2020-05-19 09:59:29.0,'2020-05-19 10:00:53.0,322251451,393849,HDFB,,0.0,135.31,0.0,0.0,0.0
'2020-05-19 09:57:52.0,'2020-05-19 10:01:10.0,322251043,393848,CUBB,,0.0,126.09,0.0,0.0,0.0
'2020-05-19 09:52:51.0,'2020-05-19 09:53:50.0,322249830,393845,162B,,0.0,140.13,0.0,0.0,0.0
'2020-05-19 09:48:01.0,'2020-05-19 09:50:33.0,322248675,393843,CC,National,0.0,148.38,0.0,0.0,0.0
'2020-05-19 09:47:15.0,'2020-05-19 09:48:05.0,322248493,393842,HDFB,,0.0,101.37,0.0,0.0,0.0
'2020-05-19 09:39:35.0,'2020-05-19 09:41:23.0,322246709,393838,UPI,,0.0,0.0,0.0,0.0,0.0
'2020-05-19 09:32:52.0,'2020-05-19 09:33:39.0,322245343,393833,CC,National,0.0,117.42,0.0,0.0,0.0
'2020-05-19 09:30:05.0,'2020-05-19 09:31:19.0,322244782,393832,HDFB,,0.0,127.74,0.0,0.0,0.0
'2020-05-19 09:28:53.0,'2020-05-19 09:30:46.0,322244458,393831,CC,National,0.0,156.87,0.0,0.0,0.0
'2020-05-19 09:22:39.0,'2020-05-19 09:23:28.0,322243234,393828,CC,National,0.0,101.37,0.0,0.0,0.0
'2020-05-19 09:19:32.0,'2020-05-19 09:20:42.0,322242590,393826,CC,National,0.0,97.93,0.0,0.0,0.0
'2020-05-19 09:19:16.0,'2020-05-19 09:20:13.0,322242539,393825,CC,National,0.0,160.31,0.0,0.0,0.0
'2020-05-19 09:15:20.0,'2020-05-19 09:17:08.0,322241756,393823,CC,National,0.0,143.57,0.0,0.0,0.0
'2020-05-19 08:52:51.0,'2020-05-19 08:55:11.0,322237474,393816,CC,National,0.0,143.57,0.0,0.0,0.0
'2020-05-19 08:25:37.0,'2020-05-19 08:27:11.0,322232964,393812,SBIB,,0.0,101.37,0.0,0.0,0.0
'2020-05-19 08:25:36.0,'2020-05-19 08:26:49.0,322232960,393813,CC,National,0.0,74.77,0.0,0.0,0.0
'2020-05-19 08:25:34.0,'2020-05-19 08:26:47.0,322232956,393814,UPI,,0.0,0.0,0.0,0.0,0.0
'2020-05-19 08:18:57.0,'2020-05-19 08:21:03.0,322231857,393811,CC,National,0.0,141.96,0.0,0.0,0.0
'2020-05-19 08:13:33.0,'2020-05-19 08:20:50.0,322230979,393807,UPI,,0.0,0.0,0.0,0.0,0.0
'2020-05-19 07:54:32.0,'2020-05-19 07:55:46.0,322228225,393804,ICIB,,0.0,149.53,0.0,0.0,0.0
'2020-05-19 07:11:02.0,'2020-05-19 07:12:04.0,322223031,393802,ICIB,,0.0,101.6,0.0,0.0,0.0
'2020-05-19 07:07:55.0,'2020-05-19 07:09:19.0,322222689,393801,CC,National,0.0,101.6,0.0,0.0,0.0
'2020-05-19 06:39:22.0,'2020-05-19 06:40:35.0,322220133,393799,MAST,National,0.0,67.47,0.0,0.0,0.0
'2020-05-19 06:38:39.0,'2020-05-19 06:49:21.0,322220092,393798,PHONEPE,,0.0,127.74,0.0,0.0,0.0
'2020-05-19 06:35:03.0,'2020-05-19 06:36:21.0,322219399,393797,UPI,,0.0,0.0,0.0,0.0,0.0
'2020-05-19 06:27:01.0,'2020-05-19 06:27:54.0,322218612,393795,VISA,National,0.0,48.96,0.0,0.0,0.0
'2020-05-19 00:55:47.0,'2020-05-19 00:56:32.0,322209288,393793,HDFB,,0.0,135.31,0.0,0.0,0.0
'2020-05-19 00:25:14.0,'2020-05-19 00:26:23.0,322207919,393792,VISA,National,0.0,82.27,0.0,0.0,0.0
'2020-05-18 23:58:21.0,'2020-05-19 00:00:42.0,322206527,393791,UPI,,0.0,0.0,0.0,0.0,0.0
'2020-05-18 17:43:47.0,'2020-05-18 17:45:16.0,322196202,393526,AXIB,,0.0,88.53,0.0,0.0,0.0
'2020-05-18 17:41:24.0,'2020-05-18 17:42:32.0,322195727,393525,HDFB,,0.0,146.55,0.0,0.0,0.0
'2020-05-18 17:38:05.0,'2020-05-18 17:39:45.0,322195042,393524,UPI,,0.0,0.0,0.0,0.0,0.0
'2020-05-18 17:30:29.0,'2020-05-18 17:31:58.0,322193532,393521,CC,National,0.0,94.03,0.0,0.0,0.0
'2020-05-18 17:29:04.0,'2020-05-18 17:32:44.0,322193197,393520,CC,National,0.0,64.9,0.0,0.0,0.0
'2020-05-18 17:21:35.0,'2020-05-18 17:23:45.0,322191594,393518,PAYTM,,0.0,172.49,0.0,0.0,0.0
'2020-05-18 17:21:07.0,'2020-05-18 17:22:41.0,322191488,393516,CC,National,0.0,115.13,0.0,0.0,0.0
'2020-05-18 17:20:58.0,'2020-05-18 17:21:51.0,322191459,393517,UPI,,0.0,0.0,0.0,0.0,0.0
'2020-05-18 17:04:49.0,'2020-05-18 17:05:47.0,322187771,393506,ICIB,,0.0,117.42,0.0,0.0,0.0
'2020-05-18 16:56:18.0,'2020-05-18 16:57:26.0,322185952,393501,HDFB,,0.0,64.9,0.0,0.0,0.0
'2020-05-18 16:54:12.0,'2020-05-18 16:55:39.0,322185472,393499,CC,National,0.0,108.71,0.0,0.0,0.0
'2020-05-18 16:50:49.0,'2020-05-18 16:52:27.0,322184776,393497,CC,National,0.0,143.34,0.0,0.0,0.0
'2020-05-18 16:49:26.0,'2020-05-18 16:50:15.0,322184398,393495,AXIB,,0.0,101.6,0.0,0.0,0.0
'2020-05-18 16:49:00.0,'2020-05-18 16:51:43.0,322184311,393494,UPI,,0.0,0.0,0.0,0.0,0.0
'2020-05-18 16:45:38.0,'2020-05-18 16:47:00.0,322183610,393492,AXIB,,0.0,101.37,0.0,0.0,0.0
'2020-05-18 16:40:57.0,'2020-05-18 16:42:10.0,322182556,393490,CC,National,0.0,108.71,0.0,0.0,0.0
'2020-05-18 16:40:09.0,'2020-05-18 16:42:26.0,322182394,393489,MAST,National,0.0,56.84,0.0,0.0,0.0
'2020-05-18 16:38:18.0,'2020-05-18 16:39:31.0,322181983,393486,CC,National,0.0,149.53,0.0,0.0,0.0
'2020-05-18 16:36:51.0,'2020-05-18 16:38:22.0,322181660,393484,CC,National,0.0,101.37,0.0,0.0,0.0
'2020-05-18 16:35:51.0,'2020-05-18 16:37:15.0,322181431,393482,CC,National,0.0,172.49,0.0,0.0,0.0
'2020-05-18 16:35:31.0,'2020-05-18 16:37:14.0,322181348,393481,MAST,National,0.0,57.2,0.0,0.0,0.0
'2020-05-18 16:32:35.0,'2020-05-18 16:34:44.0,322180718,393475,CC,National,0.0,172.49,0.0,0.0,0.0
'2020-05-18 16:32:01.0,'2020-05-18 16:32:43.0,322180582,393477,UPI,,0.0,0.0,0.0,0.0,0.0
'2020-05-18 16:29:31.0,'2020-05-18 16:33:36.0,322180053,393472,CC,National,0.0,101.6,0.0,0.0,0.0
'2020-05-18 16:28:09.0,'2020-05-18 16:31:25.0,322179785,393470,CC,National,0.0,101.37,0.0,0.0,0.0
'2020-05-18 16:26:27.0,'2020-05-18 16:29:45.0,322179440,393467,PHONEPE,,0.0,101.37,0.0,0.0,0.0
'2020-05-18 16:25:57.0,'2020-05-18 16:27:18.0,322179348,393466,UPI,,0.0,0.0,0.0,0.0,0.0
'2020-05-18 16:24:04.0,'2020-05-18 16:27:12.0,322178940,393463,CC,National,0.0,64.9,0.0,0.0,0.0
'2020-05-18 16:23:26.0,'2020-05-18 16:24:46.0,322178793,393464,MAST,National,0.0,49.32,0.0,0.0,0.0
'2020-05-18 16:22:21.0,'2020-05-18 16:28:53.0,322178573,393462,PHONEPE,,0.0,101.6,0.0,0.0,0.0
'2020-05-18 16:21:54.0,'2020-05-18 16:24:44.0,322178468,393461,ICIB,,0.0,127.51,0.0,0.0,0.0
'2020-05-18 16:21:18.0,'2020-05-18 16:23:00.0,322178304,393459,AXIB,,0.0,101.37,0.0,0.0,0.0
'2020-05-18 16:21:16.0,'2020-05-18 16:22:23.0,322178292,393460,CC,National,0.0,127.51,0.0,0.0,0.0
'2020-05-18 16:20:45.0,'2020-05-18 16:21:25.0,322178188,393458,CC,National,0.0,137.15,0.0,0.0,0.0
'2020-05-18 16:19:42.0,'2020-05-18 16:22:13.0,322177879,393456,ICIB,,0.0,101.37,0.0,0.0,0.0
'2020-05-18 16:17:48.0,'2020-05-18 16:18:30.0,322177457,393453,CC,National,0.0,148.38,0.0,0.0,0.0
'2020-05-18 16:14:45.0,'2020-05-18 16:16:17.0,322176710,393451,CC,National,0.0,111.69,0.0,0.0,0.0
'2020-05-18 16:08:31.0,'2020-05-18 16:09:51.0,322175321,393448,HDFB,,0.0,146.55,0.0,0.0,0.0
'2020-05-18 16:01:58.0,'2020-05-18 16:03:50.0,322173863,393441,CC,National,0.0,101.37,0.0,0.0,0.0
'2020-05-18 16:01:55.0,'2020-05-18 16:03:23.0,322173844,393440,CC,National,0.0,111.0,0.0,0.0,0.0
'2020-05-18 15:58:17.0,'2020-05-18 15:59:30.0,322173009,393438,HDFB,,0.0,94.03,0.0,0.0,0.0
'2020-05-18 15:55:45.0,'2020-05-18 15:57:16.0,322172438,393436,CC,National,0.0,101.6,0.0,0.0,0.0
'2020-05-18 15:54:31.0,'2020-05-18 15:59:22.0,322172115,393432,HDFB,,0.0,148.38,0.0,0.0,0.0
'2020-05-18 15:54:17.0,'2020-05-18 15:58:19.0,322172072,393433,SBIB,,0.0,140.82,0.0,0.0,0.0
'2020-05-18 15:52:45.0,'2020-05-18 15:54:13.0,322171753,393431,CC,National,0.0,137.15,0.0,0.0,0.0
'2020-05-18 15:47:52.0,'2020-05-18 15:48:51.0,322170696,393425,CC,National,0.0,64.9,0.0,0.0,0.0
'2020-05-18 15:42:46.0,'2020-05-18 15:44:34.0,322169564,393418,CC,National,0.0,115.59,0.0,0.0,0.0
'2020-05-18 15:39:11.0,'2020-05-18 15:41:23.0,322168767,393417,SBIB,,0.0,115.59,0.0,0.0,0.0
'2020-05-18 15:39:01.0,'2020-05-18 15:43:05.0,322168731,393416,CC,National,0.0,148.38,0.0,0.0,0.0
'2020-05-18 15:33:17.0,'2020-05-18 15:34:12.0,322167317,393413,CC,National,0.0,138.75,0.0,0.0,0.0
'2020-05-18 15:32:24.0,'2020-05-18 15:34:23.0,322167149,393411,RUPAY,National,0.0,0.0,0.0,0.0,0.0
'2020-05-18 15:29:34.0,'2020-05-18 15:31:02.0,322166508,393409,CC,National,0.0,126.83,0.0,0.0,0.0
'2020-05-18 15:27:35.0,'2020-05-18 15:29:35.0,322166087,393407,CC,National,0.0,108.94,0.0,0.0,0.0
'2020-05-18 15:25:32.0,'2020-05-18 15:28:30.0,322165678,393405,CC,National,0.0,156.87,0.0,0.0,0.0
'2020-05-18 15:20:08.0,'2020-05-18 15:21:55.0,322164533,393403,CC,National,0.0,161.23,0.0,0.0,0.0
'2020-05-18 15:14:25.0,'2020-05-18 15:15:52.0,322163270,393399,CC,National,0.0,148.38,0.0,0.0,0.0
'2020-05-18 15:13:58.0,'2020-05-18 15:14:44.0,322163170,393400,UPI,,0.0,0.0,0.0,0.0,0.0
'2020-05-18 15:11:53.0,'2020-05-18 15:12:49.0,322162737,393397,CC,National,0.0,116.05,0.0,0.0,0.0
'2020-05-18 15:11:51.0,'2020-05-18 15:19:02.0,322162731,393396,PHONEPE,,0.0,143.34,0.0,0.0,0.0
'2020-05-18 15:10:57.0,'2020-05-18 15:12:23.0,322162582,393394,CC,National,0.0,55.04,0.0,0.0,0.0
'2020-05-18 15:10:38.0,'2020-05-18 15:15:08.0,322162530,393395,UPI,,0.0,0.0,0.0,0.0,0.0
'2020-05-18 14:58:09.0,'2020-05-18 15:00:56.0,322159812,393389,ICIB,,0.0,129.58,0.0,0.0,0.0
'2020-05-18 14:56:46.0,'2020-05-18 14:57:40.0,322159532,393388,UPI,,0.0,0.0,0.0,0.0,0.0
'2020-05-18 14:49:45.0,'2020-05-18 14:52:06.0,322157969,393384,RUPAY,National,0.0,0.0,0.0,0.0,0.0
'2020-05-18 14:49:14.0,'2020-05-18 14:58:20.0,322157884,393383,CC,National,0.0,149.53,0.0,0.0,0.0
'2020-05-18 14:41:49.0,'2020-05-18 14:45:48.0,322156310,393377,CC,National,0.0,101.37,0.0,0.0,0.0
'2020-05-18 14:40:09.0,'2020-05-18 14:44:08.0,322155882,393376,RUPAY,National,0.0,0.0,0.0,0.0,0.0
'2020-05-18 14:39:50.0,'2020-05-18 14:40:43.0,322155725,393374,VISA,National,0.0,49.32,0.0,0.0,0.0
'2020-05-18 14:39:35.0,'2020-05-18 14:40:46.0,322155658,393375,CC,National,0.0,148.38,0.0,0.0,0.0
'2020-05-18 14:38:25.0,'2020-05-18 14:40:37.0,322155361,393373,RUPAY,National,0.0,0.0,0.0,0.0,0.0
'2020-05-18 14:36:22.0,'2020-05-18 14:40:28.0,322154806,393370,ICIB,,0.0,116.05,0.0,0.0,0.0
'2020-05-18 14:36:06.0,'2020-05-18 14:37:22.0,322154749,393371,CBIB,,0.0,109.43,0.0,0.0,0.0
'2020-05-18 14:34:49.0,'2020-05-18 14:36:30.0,322154380,393368,VISA,National,0.0,31.88,0.0,0.0,0.0
'2020-05-18 14:31:51.0,'2020-05-18 14:34:41.0,322153618,393366,MAST,National,0.0,81.44,0.0,0.0,0.0
'2020-05-18 14:25:14.0,'2020-05-18 14:29:41.0,322151842,393359,CC,National,0.0,123.62,0.0,0.0,0.0
